#Procedure: <__main__.LivePlottingPocedure>
#Parameters:
#	Current Max: 0.001 A
#	Current Min: -0.001 A
#	Data Points: 10
#	Delay Time: 0.1 s
#	Loop Iterations: 10
#Data:
Iteration,Current (A),Resistance (ohm),Resistance Stdev
0,-0.001,979141.5599999999,13.558628249211223
1,-0.0007777777777777778,979139.1500000001,13.28843482129242
2,-0.0005555555555555556,979094.39,19.23764278701137
3,-0.00033333333333333327,979109.6699999999,8.550210523728548
4,-0.00011111111111111109,979090.2,32.02055589773245
5,0.00011111111111111109,979041.0799999998,25.951601106685494
6,0.0003333333333333335,979038.9899999999,11.118853358162923
7,0.0005555555555555557,979060.4400000001,19.073132936158085
8,0.0007777777777777778,979048.22,15.494115011842952
9,0.001,979039.01,8.714292857123127
